cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
0001,FALL,FALSE,OEB,363,"Plant Diversity and Evolution",55e827dc1724c8b7d5c2a3f17c2fb816,,,,,,
0001,SPRING,FALSE,OEB,363,"Plant Diversity and Evolution",55e827dc1724c8b7d5c2a3f17c2fb816,,,,,,
0002,FALL,FALSE,OEB,364,"Ecological Physiology of Microbes",6f29a00838283af9e76aed74318a992a,,,,,,
0002,SPRING,FALSE,OEB,364,"Ecological Physiology of Microbes",6f29a00838283af9e76aed74318a992a,,,,,,
0003,FALL,FALSE,OEB,365,"Evolution of Microbes",e250e55f1c85612a2deb6f12ce99f216,,,,,,
0003,SPRING,FALSE,OEB,365,"Evolution of Microbes",e250e55f1c85612a2deb6f12ce99f216,,,,,,
0004,FALL,FALSE,OEB,366,"Evolution, Ecology, and Fungi",92bf392fb2c4554e75b618f46df64864,,,,,,
0004,SPRING,FALSE,OEB,366,"Evolution, Ecology, and Fungi",92bf392fb2c4554e75b618f46df64864,,,,,,
0009,FALL,FALSE,GIKUYU,A,"Elementary Gikuyu",8991604883a4ca2601298f8ea013b389,"Gikuyu is a Bantu language spoken by Kenya's most populous ethnic group. The Gikuyu are among Africa's most recognized peoples because of the Mau Mau freedom fighters who were mainly Gikuyu.",,"The course is designed primarily for students who have no prior knowledge of Gikuyu; however, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged",,
0009,SPRING,FALSE,GIKUYU,A,"Elementary Gikuyu",8991604883a4ca2601298f8ea013b389,"Gikuyu is a Bantu language spoken by Kenya's most populous ethnic group. The Gikuyu are among Africa's most recognized peoples because of the Mau Mau freedom fighters who were mainly Gikuyu.",,"The course is designed primarily for students who have no prior knowledge of Gikuyu; however, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged",,
0010,FALL,FALSE,GIKUYU,B,"Intermediate Gikuyu",8991604883a4ca2601298f8ea013b389,"Continuation of Gikuyu A. Gikuyu is a Bantu language spoken by Kenya's most populous ethnic group. The Gikuyu are among Africa's most recognized peoples because of the Mau Mau freedom fighters who were mainly Gikuyu.","Gikuyu A or the equivalent of one year's study in Gikuyu.","Not open to auditors.","Hours to be arranged",,
0010,SPRING,FALSE,GIKUYU,B,"Intermediate Gikuyu",8991604883a4ca2601298f8ea013b389,"Continuation of Gikuyu A. Gikuyu is a Bantu language spoken by Kenya's most populous ethnic group. The Gikuyu are among Africa's most recognized peoples because of the Mau Mau freedom fighters who were mainly Gikuyu.","Gikuyu A or the equivalent of one year's study in Gikuyu.","Not open to auditors.","Hours to be arranged",,
0017,FALL,FALSE,GIKUYU,101ar,"Reading in Gikuyu",8991604883a4ca2601298f8ea013b389,"Advanced reading in Gikuyu.","Gikuyu B or equivalent.","Not open to auditors.","Hours to be arranged",,
0018,SPRING,FALSE,GIKUYU,101br,"Reading in Gikuyu II",8991604883a4ca2601298f8ea013b389,"Advanced reading in Gikuyu II.","Gikuyu 101ar or equivalent.","Not open to auditors.","Hours to be arranged",,
0023,FALL,FALSE,TWI,A,"Elementary Twi",8991604883a4ca2601298f8ea013b389,"Twi is one of the regional languages of the Akan speaking peoples of Ghana, constituting the largest ethnic group in Ghana. Twi is fast becoming the lingua franca of the country. This course aims to help students acquire the Twi language at the basic or elementary level.",,"The course is designed primarily for students who have no prior knowledge of Twi; however, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged.",,
0023,SPRING,FALSE,TWI,A,"Elementary Twi",8991604883a4ca2601298f8ea013b389,"Twi is one of the regional languages of the Akan speaking peoples of Ghana, constituting the largest ethnic group in Ghana. Twi is fast becoming the lingua franca of the country. This course aims to help students acquire the Twi language at the basic or elementary level.",,"The course is designed primarily for students who have no prior knowledge of Twi; however, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged.",,
0024,SPRING,FALSE,FRSEMR,25t,"AIDS in Africa","4abbcf9e5872a258faceed36c17531ad,897a99d29dde6cea8eed4fd01a8a9989","HIV/AIDS has infected or killed more than sixty million people, and no vaccine is expected within five to ten years. About two-thirds of current infections are in ten percent of the world's population in sub-Saharan Africa, where few patients receive life-saving treatment. Explores dimensions of AIDS in Africa including the evolution and epidemiology of HIV, the pathobiology of AIDS, prevention of infection, and treatment of disease. Encourages multidisciplinary approaches, using country-specific illustrations of successful interventions.",,"Open to Freshmen only.","M., 1-3",,
0025,FALL,FALSE,TWI,B,"Intermediate Twi",8991604883a4ca2601298f8ea013b389,"Continuation of Twi A. Twi is one of the regional languages of the Akan speaking peoples of Ghana constituting the largest ethnic group in Ghana. Twi is fast becoming the lingua franca of the country. The Akan people are well known for their art and culture, especially the traditional colorful Kente cloth.","Twi A or the equivalent of one year's study of Twi.","Not open to auditors.","Hours to be arranged.",,
0025,SPRING,FALSE,TWI,B,"Intermediate Twi",8991604883a4ca2601298f8ea013b389,"Continuation of Twi A. Twi is one of the regional languages of the Akan speaking peoples of Ghana constituting the largest ethnic group in Ghana. Twi is fast becoming the lingua franca of the country. The Akan people are well known for their art and culture, especially the traditional colorful Kente cloth.","Twi A or the equivalent of one year's study of Twi.","Not open to auditors.","Hours to be arranged.",,
0026,FALL,FALSE,TWI,101ar,"Reading in Twi",8991604883a4ca2601298f8ea013b389,"Advanced reading in Twi.","Twi B or equivalent.","Not open to auditors.","Hours to be arranged",,
0028,SPRING,FALSE,TWI,101br,"Reading in Twi II",8991604883a4ca2601298f8ea013b389,"Advanced reading in Twi II.","Twi 101ar or equivalent.","Not open to auditors.","Hours to be arranged",,
0029,FALL,FALSE,YORUBA,A,"Elementary Yoruba",8991604883a4ca2601298f8ea013b389,"Yoruba is spoken in the West African countries of Nigeria, Benin Republic, and parts of Togo and Sierra Leone, therefore constituting one of the largest single languages in sub-Saharan Africa. Yoruba is also spoken in Cuba and Brazil. Students will acquire the Yoruba language at the basic or elementary level.",,"Primarily designed for students who have no prior knowledge of Yoruba. However, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged.",,
0029,SPRING,FALSE,YORUBA,A,"Elementary Yoruba",8991604883a4ca2601298f8ea013b389,"Yoruba is spoken in the West African countries of Nigeria, Benin Republic, and parts of Togo and Sierra Leone, therefore constituting one of the largest single languages in sub-Saharan Africa. Yoruba is also spoken in Cuba and Brazil. Students will acquire the Yoruba language at the basic or elementary level.",,"Primarily designed for students who have no prior knowledge of Yoruba. However, students with minimal knowledge of the language may also register for the course. Not open to auditors.","Hours to be arranged.",,
0031,FALL,FALSE,YORUBA,B,"Intermediate Yoruba",8991604883a4ca2601298f8ea013b389,"Continuation of Yoruba A. Yoruba is spoken in the West African countries of Nigeria, Benin Republic, and parts of Togo and Sierra Leone, therefore constituting one of the largest single languages in sub-Saharan Africa. Yoruba is also spoken in Cuba and Brazil. Students will acquire the Yoruba language at the basic or elementary level.","Yoruba A or the equivalent of one year's study of Yoruba.","Not open to auditors.","Hours to be arranged.",,
0031,SPRING,FALSE,YORUBA,B,"Intermediate Yoruba",8991604883a4ca2601298f8ea013b389,"Continuation of Yoruba A. Yoruba is spoken in the West African countries of Nigeria, Benin Republic, and parts of Togo and Sierra Leone, therefore constituting one of the largest single languages in sub-Saharan Africa. Yoruba is also spoken in Cuba and Brazil. Students will acquire the Yoruba language at the basic or elementary level.","Yoruba A or the equivalent of one year's study of Yoruba.","Not open to auditors.","Hours to be arranged.",,
0033,FALL,FALSE,YORUBA,101ar,"Reading in Yoruba",8991604883a4ca2601298f8ea013b389,"Advanced reading in Yoruba.","Yoruba B or equivalent.","Not open to auditors.","Hours to be arranged",,
0035,FALL,FALSE,YORUBA,101br,"Reading in Yoruba II",8991604883a4ca2601298f8ea013b389,"Advanced reading in Yoruba II.","Yoruba 101a or equivalent.","Not open to auditors.","Hours to be arranged",,
0035,SPRING,FALSE,YORUBA,101br,"Reading in Yoruba II",8991604883a4ca2601298f8ea013b389,"Advanced reading in Yoruba II.","Yoruba 101a or equivalent.","Not open to auditors.","Hours to be arranged",,
0037,SPRING,TRUE,SOC-STD,98kg,"The Political Economy of Health in the Developing World",a9f109a967fb73ad6c9af0129bf7220f,"This course places the politics of health care in the context of economic development. Although health care and social programs are often considered secondary to economic growth, they have come to play an increasingly central role in development policy. This course explores the interaction between development and health through a survey of different theoretical approaches to development, combined with empirical research on public health, AIDS, family planning, and development programs.",,"This course will be lotteried.","Hours to be arranged",,
0049,FALL,FALSE,FRSEMR,25w,"Responsibility, the Brain, and Behavior",d761d6de7c2a4bc2f2ceba66bb657882,"Explores philosophical and legal bases of the concept of individual responsibility as applied in the criminal justice system. Examines how forensic mental health professionals assess an individual's mental state at time of an alleged criminal act, the legal standards applied, and the social and political forces that help shape the legal decision. Considers the insanity defense; examines modern concepts of the biological basis of behavioral disorders and their relationship to existing standards of criminal responsibility.","There are no prerequisites, but an interest in law, psychology, or related fields would be advantageous.","Open to Freshmen only. The seminar may include a required trip outside of class time to Bridgewater State Hospital, Massachusetts's maximum security forensic hospital. Transportation will be provided free of charge.","Th., 7-9 p.m.",,
0060,SPRING,FALSE,FRSEMR,21w,"Research at the Harvard Forest: Global Change Ecology-Forests, Ecosystem Function, the Future",8fe4c919f0cf1837be312e6fb273b72c,"This course explores state-of-the-art research, tools and measurements used to investigate and predict climate change through ongoing studies at the Harvard Forest's 3,500 acre outdoor laboratory in Petersham, MA. The seminar consists of four weekend-long field trips (Friday evening-Sunday) to the Harvard Forest and a final on-campus meeting. Students develop skills for evaluating, discussing, and presenting the ecological evidence for climate change, including feedbacks between forests and the atmosphere and long-term impacts on forest ecosystems.",,"Open to Freshmen only. Four weekends at the Harvard Forest in Petersham, MA (Fri, 3pm-Sun, late afternoon) dates TBA. Transportation, accommodations, and meals at the Harvard Forest will be provided.","Four weekends at the Harvard Forest in Petersham, MA",,
0070,SPRING,TRUE,RELIGION,2030,"Thinking About History in South Asia: Seminar",bbd21ce43758b0cb272c230aaacaa252,"This seminar offers an intensive examination of Euro-American and South Asian approaches to time and history and considers their importance for the study of South Asian religions.",,"Expected to be given in 2015-16. Offered jointly with Divinity School as 3930.","Hours to be arranged",,
0073,SPRING,TRUE,RELIGION,1635,"Reading Pre-Modern Hindu Narrative Literature: Seminar",bbd21ce43758b0cb272c230aaacaa252,"Focusing on the genres of itihasa, purana, and katha, this seminar explores the relevance of both classical Indic and contemporary Euro-American literary theories for the understanding of pre-modern South Asian narrative.","Although all primary source readings will be in English translation, previous study of South Asian religions is required.","Expected to be given in 2016-17. Offered jointly with the Divinity School as 3926.","Tu., 2-4",,
0077,FALL,TRUE,SCI-PHYUNV,18,Time,bd066bebcf41d99eaf537fc0eb64d0f1,"We study how our understanding of time and of related issues, such as the predictability of the future, have evolved over the past three centuries. We start with Newtonian mechanics, which envisions a universal time, symmetric between past and future. This leads to the concept of a clockwork universe. We then see how developments in the 19th and 20th centuries destroy this view of time. In the 19th century, the distinction between past and future emerges from considerations of statistical processes. In the 20th century, the theory of relativity forces fundamental changes in the concept of time. Time ceases to be universal and becomes entangled with space and gravity. Quantum mechanics limits the predictability of the future and introduces verified effects so weird that Einstein wrote of them, ""No reasonable definition of reality could be expected to permit this.""",,"Some knowledge of secondary school physics useful, but not required. This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe or Empirical and Mathematical Reasoning, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., 12:30-2, and a 90-minute weekly section to be arranged.",,
0081,FALL,FALSE,NEUROBIO,311,"Cellular and Molecular Studies of Synapse Formation in the Vertebrate Nervous System",28cd0391e4f763cd1b2962ab378d849b,,,,,,
0081,SPRING,FALSE,NEUROBIO,311,"Cellular and Molecular Studies of Synapse Formation in the Vertebrate Nervous System",28cd0391e4f763cd1b2962ab378d849b,,,,,,
0082,FALL,FALSE,NEUROBIO,312,"Study of synaptic competition by visualizing synaptic rearrangements directly in living animals using modern optical imaging techniques",ce255e76c5fb7a7d33987961856bc325,,,,,,
0082,SPRING,FALSE,NEUROBIO,312,"Study of synaptic competition by visualizing synaptic rearrangements directly in living animals using modern optical imaging techniques",ce255e76c5fb7a7d33987961856bc325,,,,,,
0086,FALL,FALSE,SOCIOL,308,"Workshop on Economic Sociology",,"Presentations and discussions of new research by members of the community and visiting scholars. Students are exposed to the major paradigms in the field, and see how research articles are developed and refined.",,,,,
0086,SPRING,FALSE,SOCIOL,308,"Workshop on Economic Sociology",,"Presentations and discussions of new research by members of the community and visiting scholars. Students are exposed to the major paradigms in the field, and see how research articles are developed and refined.",,,,,
0087,FALL,FALSE,CELLBIO,399,Nanocourses,"374e54e326b7b4e260eaaa185fa5502f,83b290fa4512888b4dbb0ad90e853a42",,,,,,
0087,SPRING,FALSE,CELLBIO,399,Nanocourses,"374e54e326b7b4e260eaaa185fa5502f,83b290fa4512888b4dbb0ad90e853a42",,,,,,
0094,FALL,FALSE,AFRAMER,187,"African Religions",67ada1528672ca0b575f45e4f43615ff,"This course is a basic introduction to the history and phenomenology of traditional religions of the African peoples. Using diverse methodological and theoretical approaches, the course will explore various forms of experiences and practices that provide a deep understanding and appreciation of the sacred meaning of African existence: myth, ritual arts, and symbols selected from West, East, Central, and Southern Africa.",,"Offered jointly with the Divinity School as 3690.","Th., 4-6",,
0095,SPRING,TRUE,TURKISH,145,"Readings on Early Modern Ottoman Intellectual History",c7524691424bf460fb17adaff219d911,"This course introduces students various writings of Ottoman intellectuals by focusing on selected themes, including language registers, styles of argumentations.","Advanced reading proficiency in Ottoman Turkish.",,"Hours to be arranged",,
0109,FALL,FALSE,ECON,3011,"The Behavioral and Experimental Economics Workshop","96a8d36bc5067e1aa6b31b49e2cf8040,bc12d51d6565967cbf5ff3ac1be9a4c8,f3503da1d2728d2f5ca6744161095d79","For students with an interest in economic theory. Faculty presentations by Harvard and MIT economists and invited guests. The location alternates between Harvard and MIT.","Economics 2010a (or 2020a) and 2010b (or 2020b).",,,,
0109,SPRING,FALSE,ECON,3011,"The Behavioral and Experimental Economics Workshop","96a8d36bc5067e1aa6b31b49e2cf8040,bc12d51d6565967cbf5ff3ac1be9a4c8,f3503da1d2728d2f5ca6744161095d79","For students with an interest in economic theory. Faculty presentations by Harvard and MIT economists and invited guests. The location alternates between Harvard and MIT.","Economics 2010a (or 2020a) and 2010b (or 2020b).",,,,
0112,FALL,FALSE,APMTH,331,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0112,SPRING,FALSE,APMTH,331,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0113,SPRING,FALSE,MUSIC,97a,"Music History and Repertory: Medieval to Baroque",17ca3a66be3f7e8654d22e7d35391b31,"An intensive survey of Western music from the middle ages to ca. 1750, providing methods of further study of music in historical and cultural contexts as well as knowledge of repertory.","Music 51 may be taken concurrently.","Music 97 is required of all concentrators, preferably taken in the sophomore year, or earlier by permission. Each third of the course culminates in an examination testing students' knowledge of a large listening repertory. These examinations must be passed in order to receive credit for the course.","M., W., F., at 10",,
0118,FALL,TRUE,OEB,252,"Coalescent Theory",7be73143c5a10ad8e4ea705eec81d60a,"The mathematics and computation of ancestral inference in population genetics. Theory relates observable genetic data to factors of evolution such as mutation, genetic drift, migration, natural selection, and population structure.","OEB 242 or permission of instructor: calculus and statistics or probability.",,"M., W., F., at 9",,
0119,SPRING,FALSE,HIST,76c,"Major Themes in World History: Colonialism, Imperialism, and Post-Colonialism",7838a4a3e347975aabd79881a919028a,"A general introduction to theories of imperialism, nationalism, and post-colonialism. Case studies to include Asia and Africa. Will combine the study of theory with examination of particular anti-colonial and anti-imperialist movements.",,,"W., 2-4",,
0120,FALL,FALSE,KOREAN,Bxa,"Elementary Korean for Advanced Beginners",5dc30a2157d395a64cc93d767b0b8fa1,"Designed for students with some listening and speaking background, either from prior formal learning or previous exposure to a Korean speaking community. Introductory Korean course, with emphasis on reading and writing. After successful completion of this course, students are expected be able to understand main ideas and/or some facts from the simple connected texts dealing with basic personal and social needs and to be able to meet a number of practical writing needs.",,,"M., W., F., at 10, and two additional hours to be arranged.",,
0122,SPRING,FALSE,OEB,230,"Genomics of Species Evolution",6ceba15e7c8a343a2f4da9b140aca915,"This discussion-based course will survey modern ideas about speciation, and how they have changed as a result of genomic approaches. As well as readings and discussions in class, the course will utilize live online video sessions with major players in the field of evolutionary genomics and speciation.","Permission of instructor. Instructor's permission. It is recommended that a basic evolution or population genetics course will have been taken (e.g. OEB 53 or OEB 242).",,"Th., 1:30-3:30",,
0125,SPRING,TRUE,TURKISH,125b,"Intermediate Uzbek II",f4229114bc2d1a87a15e4da68ff15c2b,"A continuation of Turkish 125a.","Turkish 125a or equivalent.",,"Hours to be arranged",,
0128,FALL,FALSE,NEUROBIO,315,"Neurotrophic Factors in Development: Functions and Mechanisms of Action",a0eafb666327cb495a9ad51eb813cc21,,,,,,
0128,SPRING,FALSE,NEUROBIO,315,"Neurotrophic Factors in Development: Functions and Mechanisms of Action",a0eafb666327cb495a9ad51eb813cc21,,,,,,
0129,FALL,FALSE,GREEK,Aa,"Beginning Greek",c2da8660ca48ffbab0f0353c42055450,"For students with very little or no previous instruction in Greek. Introduction to Greek grammar and reading of sentences and short passages.",,"No auditors. May be taken pass/fail. Students with more than one year of formal instruction should take the Harvard placement test in Greek during Freshman Week and consult with the Course Head before enrolling.","M., W. through F., at 9; M., W. through F., at 10",,
0131,FALL,FALSE,BIOSTAT,232,"Methods I",18ae554fa6f91222ea7a16bef262f3e9,"Introductory course in the analysis of Gaussian and categorical data. The general linear regression model, ANOVA, robust alternatives based on permutations, model building, resampling methods (bootstrap and jackknife), contingency tables, exact methods, logistic regression.","Signature of instructor required.","Offered jointly with the School of Public Health as BIO232.","M., W., 10:30-12:20, and a weekly 90-minute lab.",,
0134,FALL,FALSE,COMPSCI,182,"Intelligent Machines: Reasoning, Actions, and Plans",5358e0ee0d214f2be1b059c6c1a5bd82,"Introduction to AI focused on problems in reasoning about action and rational decision making, covering search, knowledge representation and planning. Search: heuristics, informed search and optimization; constraint satisfaction; game playing. Knowledge representation: logics, efficient logical inference, reasoning about categories. Planning: action representations and planning algorithms, hierarchical task networks, sequential decision making. Applications to multi-agent systems, robotics and natural-language processing. Discussion of relevant work in philosophy, economics, and decision theory.","Computer Science 51; Computer Science 121 (may be taken concurrently).",,"Tu., Th., 1-2:30",,
0135,FALL,FALSE,HISTSCI,150,"History of the Human Sciences",79de794d3e2e19eb71a2033b0ec0b76d,"Examination of the growth and development of social sciences such as sociology, anthropology, psychoanalysis, psychology, political science, and economics from the Enlightenment to the present. Innovators devised these fields to provide new, scientific ways to gain insight into age-old philosophical and religious questions, such as, What is the nature of the ""self"" or the ""soul""? What binds human beings to one another? What is free will? What are the limits of social control, behavioral engineering, and the possible reach of techniques for adjustment and manipulation?",,,"Tu., Th., at 11",,
0136,SPRING,TRUE,SOCIOL,95,"Research for Nonprofits",,"Supports students in carrying out a research project for a nonprofit or volunteer organization of their own choice. Examines theories and practices of the nonprofit sector and research methods. Course combines guest speakers, case work, discussion, and student project presentations.",,"Required first meeting. Both concentrators and non-concentrators are welcome to apply.","Tu., Th., 11:30-1",,
0137,FALL,FALSE,SOCIOL,307,"Proseminar on Inequality and Social Policy III",6e26ce5ba8485becdd458449db1f3f76,"Students develop previously completed papers from Sociology 296a or 296b into professional presentations and publishable articles, critique peer papers across disciplines, and discuss presentations of national experts.","Sociology 296a/Gov 2340a and Government 2340b/Soc 296b (or SUP-921 and SUP-922 at the Kennedy School).","Offered jointly with the Kennedy School as SUP-923.",,,
0140,FALL,TRUE,HIST,2112,"Latin Texts of the Italian Renaissance: Proseminar",a0ffc0789d9f24e4f0d1e391c53ae727,"Introduction to methods and techniques of textual scholarship with reference to Renaissance Latin texts. Topics include finding and describing manuscript and printed sources; paleography and codicology; text editing; rhetorical analysis. Course includes a six-week paleography workshop held in Houghton Library.","A reading knowledge of Latin, French, Italian, and German.","Enrollment by permission of the instructor. May not ordinarily be credited as one of the research seminars required in the first-year program.","Hours to be arranged",,
0141,FALL,FALSE,PSY,2358r,"Memory: Research Seminar",7986ba287692e8cf83870453979684dc,"Topic to be announced.",,"Limited to students involved in research.","Hours to be arranged",,
0141,SPRING,FALSE,PSY,2358r,"Memory: Research Seminar",7986ba287692e8cf83870453979684dc,"Topic to be announced.",,"Limited to students involved in research.","Hours to be arranged",,
0142,FALL,FALSE,NEUROBIO,396,"Critical Period Mechanisms of Experience-Dependent Brain Development",1103cddf3e68f8fd14b827c2e0b3f3d8,,,,,,
0142,SPRING,FALSE,NEUROBIO,396,"Critical Period Mechanisms of Experience-Dependent Brain Development",1103cddf3e68f8fd14b827c2e0b3f3d8,,,,,,
0144,FALL,FALSE,AESTH&INTP,24,"First Nights: Five Performance Premieres",17ca3a66be3f7e8654d22e7d35391b31,"A study of five famous pieces of music, both as timeless works of art and as moments of cultural history. Close attention is given to techniques of musical listening, and to the details of the first performance of each work, with a consideration of the problems involved in assembling such a picture. Works studied are Beethoven, Symphony no. 9; Berlioz, Symphonie fantastique; Stravinsky, Le sacre du printemps; Handel, Messiah; Monteverdi, Orfeo. The course concludes with the first performance of a new work especially commissioned for this course.",,"This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","Tu., Th., at 11, and a weekly section to be arranged.",,
0147,FALL,FALSE,STAT,110,"Introduction to Probability",3b265d63d871c6372275fab9779fed5e,"A comprehensive introduction to probability. Basics: sample spaces and events, conditional probability, and Bayes' Theorem. Univariate distributions: density functions, expectation and variance, Normal, t, Binomial, Negative Binomial, Poisson, Beta, and Gamma distributions. Multivariate distributions: joint and conditional distributions, independence, transformations, and Multivariate Normal. Limit laws: law of large numbers, central limit theorem. Markov chains: transition probabilities, stationary distributions, convergence.","Mathematics 18 or above (may be taken concurrently).",,"Tu., Th., 1&#8211;2:30, and weekly sections to be arranged.",,
0154,SPRING,FALSE,GOV,2105,"Comparative Politics: Field Seminar","377474735a8c90324ee811abe960be96,9ce0802d23f209d19133416b15195319","Surveys topics in comparative politics (both the developed and the developing world), including the rise of the modern state; institutions of government; interest mediation; democracy and authoritarianism; revolution; political parties; mass and elite political behavior; political economy.",,"Preference given to FAS Government graduate students.","W., 2-4",,
0158,FALL,FALSE,NEUROBIO,397,"Nervous System Construction and Function",3637a2e7756f0a41d444ad64cc0ebd9f,,,,,,
0158,SPRING,FALSE,NEUROBIO,397,"Nervous System Construction and Function",3637a2e7756f0a41d444ad64cc0ebd9f,,,,,,
0159,SPRING,FALSE,VES,271,"Proseminar in Film and Visual Studies: Theory",,"An advanced survey of current debates on the place of the moving image in contemporary visual culture and art practice with respect to concepts of space, time, movement, and affect.",,"Required of all Film and Visual Studies graduate students as well as graduate students intending to declare a secondary field in Film and Visual Studies.","W., 2-4 and a weekly film screening Tu. 7pm to 9pm.",,
0165,FALL,TRUE,CHNSLIT,201a,"History of Chinese Literature: Beginnings through Song",ea9a48e00cb2aa06774c0b59ad9b27c3,"In-depth, scholarly introduction to history of Chinese literature and literary culture from antiquity through 1400. Also examines state of the field and considers issues for future research. Includes bibliography. Essential for generals preparation.",,,"Tu., 1-4",,
0167,FALL,FALSE,NEC,97r,"Group Tutorial - Sophomore Year",95ed776220db78d4fb2a6074cb6620b6,"An introduction to the cultures and literatures of the Near East in ancient, classical, and modern times, emphasizing major themes and problems that cut across individual cultures and historical periods.",,,"M., 3:30-5:30",,
0170,FALL,FALSE,HEBREW,235,"The Binding of Isaac (Aqedah): Seminar",cdea9c09652dce9e8c3ea51ac0a9aac4,"An examination of Genesis 22 and its afterlife in ancient Judaism, early Christianity, and the Qur'an. Ample consideration of the interpretation and expansion of the story in modern theology and of critical responses to the story.","Three years of Hebrew or the equivalent, and acquaintance with historical critical methods.","Offered jointly with the Divinity School as 1808.","Tu., 4-6",,
0173,SPRING,FALSE,FRENCH,97,"Tutorial-Sophomore Year: The Politics of Poetics: An Introduction to Literary and Cultural Analysis",a71fd2c5965c593b69c06613fc55f773,"An introduction to literary and cultural interpretation as it has evolved in French Studies since World War II. Our conversations will be structured around rigorous analysis of key literary works in relation to literary theory, semiotics, psychoanalysis, and politics.",,"Required of concentrators in French and Francophone Studies in their sophomore year. May also be taken as the Sophomore Tutorial by concentrators in Romance Studies. Open to non-concentrators with permission of course head.","Tu., 2-4",,
0181,SPRING,FALSE,GOV,1002,"Advanced Quantitative Political Methodology",478a247cd5ffa018a72e7c1adf835baa,"Introduces theories of inference underlying most statistical methods and how new approaches are developed. Examples include discrete choice, event counts, durations, missing data, ecological inference, time-series cross sectional analysis, compositional data, causal inference, and others.","Government 2000 or the equivalent.",,"M., 2-4",,
0182,FALL,TRUE,PHYSICS,136,"Physics of Medical Imaging",,"This course presents the underlying physics of modern medical diagnostic imaging techniques. We will explore the physics of diagnostic imaging from a unified electromagnetics' viewpoint ranging from a simple mapping of radiation attenuation coefficients in X-ray, to resonance absorption in a nuclear magnetic resonance (NMR) induced inhomogeneously broadened RF absorber. The bulk of the course will focus on the powerful technique of NMR imaging. Flexibility exists to vary the depth of each area depending on background and experience of the students.","Physics 15b or 11b and mathematics preparation at least to the level of Mathematics 21b taken concurrently. Physics 143a and b are recommended but not essential.",,"Hours to be arranged",,
0184,FALL,FALSE,NEUROBIO,346,"Visual Processing in Primates",329cdb7a6460a7206ce66261679bc359,,,,,,
0184,SPRING,FALSE,NEUROBIO,346,"Visual Processing in Primates",329cdb7a6460a7206ce66261679bc359,,,,,,
0187,SPRING,TRUE,E-PSCI,240r,"Geochemical Modeling of Planetary Surfaces, Interiors and Formation",2f2eb94c5e0e70559044f06541db9249,"A review of various computer programs available for computation of geochemical equilibria at low and high temperatures and low and high pressures. The thermodynamic basis for the programs and a critical discussion of the available thermodynamic data bases for such computations. Applications to modeling of planetary surfaces, interiors and formation, in particular including modeling of elements with multiple oxidation states.",,"Given in alternate years.","Hours to be arranged",,
0196,FALL,FALSE,BIOPHYS,333,"Topics in Biophysics and Molecular Biology",1933e56d34f6b7ed24afa1422b7eb0a7,,,,,,
0196,SPRING,FALSE,BIOPHYS,333,"Topics in Biophysics and Molecular Biology",1933e56d34f6b7ed24afa1422b7eb0a7,,,,,,
0200,FALL,FALSE,BCMP,344,"Molecular Pharmacology of Excitable Membranes",bb9fc3d2d8891079ddd9ab0c8490c3d8,,,,,,
0200,SPRING,FALSE,BCMP,344,"Molecular Pharmacology of Excitable Membranes",bb9fc3d2d8891079ddd9ab0c8490c3d8,,,,,,
0202,FALL,FALSE,CELLBIO,343,"Mechanisms of Mammalian Cell Differentiation and Gene Expression",0829cf71fa3190a4c5c69d967953e1d4,,,,,,
0202,SPRING,FALSE,CELLBIO,343,"Mechanisms of Mammalian Cell Differentiation and Gene Expression",0829cf71fa3190a4c5c69d967953e1d4,,,,,,
0211,FALL,FALSE,SHBT,206,"Molecular Biology of the Auditory System",cf51da1922bfc518d441539cc16dedcb,"Advances in molecular biology of hearing. Topics: Transcriptional and post-translational regulation of gene expression; cell fate determination during inner ear development; inner ear stem cells and regenerative capacity in various species; use of genomics in investigations of the inner ear; critical genes for generating functional hair cells.","Introductory courses in neurobiology and molecular biology are recommended.","Given in alternate years.","Tu., 4-6",,
